@relation 'Generic Classifier'
@attribute 'method' numeric
@attribute 'hypothesis' numeric
@attribute 'that' numeric
@attribute 'may' numeric
@attribute 'analysis' numeric
@attribute 'hypothesis that' numeric
@attribute 'suggest' numeric
@attribute 'using' numeric
@attribute 'developed' numeric
@attribute 'experiment' numeric
@attribute category {experiment,method,finding,result,hypothesis,analysis}
@data
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,1,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,1,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,1,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,1,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,1,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,1,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,1,0,0,0,0,0,finding
0,0,0,0,0,0,0,1,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,1,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,1,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,1,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,1,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,1,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,1,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,1,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,1,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,1,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,1,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,1,0,0,0,0,0,finding
0,0,1,1,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,1,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,1,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,1,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,1,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,1,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,1,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
1,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,1,0,1,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,1,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,1,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,1,0,0,0,0,0,0,finding
0,0,1,0,0,0,1,1,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,1,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,1,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,1,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,1,0,0,1,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,1,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,1,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,1,0,0,1,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,1,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,1,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,1,0,0,1,0,0,0,finding
0,0,1,1,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,1,finding
0,0,0,0,0,0,0,1,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,1,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,1,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,1,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,1,0,0,0,0,0,0,finding
0,0,0,0,1,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,1,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,1,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,1,0,0,0,finding
0,0,1,1,0,0,0,0,0,0,finding
0,0,1,1,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,1,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,1,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,1,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,1,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,1,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,1,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
0,0,0,0,0,0,0,0,0,0,finding
1,0,0,0,0,0,0,0,0,0,method
0,0,0,0,0,0,0,0,0,0,method
0,0,0,0,1,0,0,0,0,1,method
0,0,1,0,0,0,0,0,0,0,method
0,0,1,0,0,0,0,1,0,0,method
0,0,0,0,0,0,0,0,0,0,method
0,0,0,0,0,0,0,0,0,0,method
1,0,0,0,0,0,0,0,0,0,method
1,0,0,0,0,0,0,0,0,0,method
0,0,0,0,0,0,0,0,0,0,method
0,0,0,0,0,0,0,0,0,0,method
0,0,0,0,0,0,0,0,0,0,method
0,0,0,0,1,0,0,0,0,0,method
1,0,1,0,0,0,0,0,0,0,method
1,0,0,0,0,0,0,0,0,0,method
0,0,0,0,0,0,0,0,1,0,method
0,0,0,0,0,0,0,1,0,0,method
0,0,0,0,0,0,0,0,0,0,method
0,0,0,0,0,0,0,1,0,0,method
1,0,0,0,0,0,0,0,0,0,method
0,0,0,0,0,0,0,0,0,0,method
1,0,0,0,0,0,0,0,1,0,method
0,0,0,0,0,0,0,0,0,0,method
0,0,0,0,0,0,0,0,0,0,method
0,0,0,0,0,0,0,0,0,0,method
1,0,0,0,0,0,0,0,0,0,method
1,0,1,0,0,0,0,0,0,0,method
0,0,0,0,0,0,0,0,0,0,method
0,0,1,0,1,0,0,0,0,0,method
0,0,0,0,0,0,0,0,0,0,method
0,0,0,0,0,0,0,0,0,0,method
0,0,0,0,0,0,0,1,0,0,method
1,0,1,0,0,0,0,0,0,0,method
1,0,1,0,0,0,0,0,0,0,method
0,0,0,0,0,0,0,1,0,0,method
1,0,0,0,0,0,0,0,0,0,method
1,0,1,0,0,0,0,0,0,0,method
